roll_number,student_name,programme,department,batch,section,course_code,course_name,semester,academic_year,total_marks,grade,grade_point,result_status
25CSA044,Student A44,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA044,Student A44,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA044,Student A44,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA045,Student A45,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA045,Student A45,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA045,Student A45,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA045,Student A45,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA045,Student A45,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA046,Student A46,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA046,Student A46,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA046,Student A46,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA046,Student A46,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA046,Student A46,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA047,Student A47,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA047,Student A47,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA047,Student A47,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA047,Student A47,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA047,Student A47,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA048,Student A48,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA048,Student A48,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA048,Student A48,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA048,Student A48,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA048,Student A48,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA049,Student A49,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA049,Student A49,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA049,Student A49,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA049,Student A49,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA049,Student A49,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
25CSA050,Student A50,B.Tech,Computer Science & Engineering,2025,A,CS101,Course CS101,5,2025-26,75.0,A,8.0,PASS
25CSA050,Student A50,B.Tech,Computer Science & Engineering,2025,A,CS102,Course CS102,5,2025-26,75.0,A,8.0,PASS
25CSA050,Student A50,B.Tech,Computer Science & Engineering,2025,A,CS103,Course CS103,5,2025-26,75.0,A,8.0,PASS
25CSA050,Student A50,B.Tech,Computer Science & Engineering,2025,A,CS104,Course CS104,5,2025-26,75.0,A,8.0,PASS
25CSA050,Student A50,B.Tech,Computer Science & Engineering,2025,A,CS105,Course CS105,5,2025-26,75.0,A,8.0,PASS
